Titel;Frage;Ebene;Metabereichtyp;Bereichtyp;Raumtyp;Objektklasse;Objekttyp;Antworttyp;Antwortoptionen;Standard Antwort;Einheit;Bedingung;Pflicht;Foto_Pflicht;HilfeText;Kluster;Reihenfolge;Activ;Fragekatalog;Autor;Version;Änderungsdatum;Min_LOD;Zielgruppe;Fototyp;HilfeMedien;Objektart
FH_System;Flächenheizungs-System?;Objekt;;;;Heizflächen – Flächenheizung;;Einzelauswahl;"Nasssystem (im Estrich);Trockensystem;Klemmschiene/Noppenplatte;weiß nicht";;-;immer;Ja;Nein;;Heizung;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
FH_Flaeche;Beheizte Fläche (m²)?;Objekt;;;;Heizflächen – Flächenheizung;;Zahl;;;m²;immer;Nein;Nein;;Geometrie & Maße (Dimensionen);10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
FH_Verlegeabstand;Verlegeabstand (cm)?;Objekt;;;;Heizflächen – Flächenheizung;;Zahl;;;cm;immer;Nein;Nein;;Geometrie & Maße (Dimensionen);20;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;400;Fachkundig;-;;Objekt
FH_Regelung;Regelung der Flächenheizung?;Objekt;;;;Heizflächen – Flächenheizung;;Einzelauswahl;"Einzelraumregler (Thermostat);Stellantriebe am Verteiler;keine/manuell;weiß nicht";;-;immer;Nein;Nein;;Heizung;20;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
FH_Verteiler;Anbindung an welchen Verteiler?;Objekt;;;;Heizflächen – Flächenheizung;;Einzelauswahl;(Verteiler-Liste);;-;immer;Nein;Nein;;Struktur & Verknüpfung;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;400;Fachkundig;-;;Objekt
FH_Schaeden;Sichtbare Auffälligkeiten? (Mehrfach);Objekt;;;;Heizflächen – Flächenheizung;;Mehrfachauswahl;"keine;Feuchte/Wasserschaden;Risse im Belag;weiß nicht";;-;immer;Nein;Nein;;Schäden / Mangel;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;-;;Objekt
FH_Foto;Foto (Verteiler/Fläche);Objekt;;;;Heizflächen – Flächenheizung;;Foto-Upload;;;-;immer;Nein;Ja;;Dokumentation / Foto;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;Übersicht;;Objekt
WS_Volumen;Speichervolumen (Liter)?;Objekt;;;;Wärmespeicher;;Zahl;;;l;immer;Ja;Nein;;Geometrie & Maße (Dimensionen);10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;-;;Objekt
WS_Beheizung;Wie wird der Speicher beladen?;Objekt;;;;Wärmespeicher;;Einzelauswahl;"über Erzeuger (Register);elektrisch (Heizstab);Kombi;Frischwasser/Ladesystem;weiß nicht";;-;immer;Ja;Nein;;Heizung;20;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;-;;Objekt
WS_WT;Anzahl innenliegender Wärmetauscher?;Objekt;;;;Wärmespeicher;;Einzelauswahl;"0;1;2;weiß nicht";;-;immer;Nein;Nein;;Heizung;30;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
WS_Daemmung;Ist der Speicher gedämmt?;Objekt;;;;Wärmespeicher;;Einzelauswahl;"ja, werkseitig;nachträglich;nein;weiß nicht";;-;immer;Ja;Nein;;Bauphysik – Hülle;40;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;-;;Objekt
WS_Schaeden;Sichtbare Schäden? (Mehrfach);Objekt;;;;Wärmespeicher;;Mehrfachauswahl;"keine;Korrosion/Rost;Undichtigkeit/Feuchte;Dämmung beschädigt;weiß nicht";;-;immer;Nein;Nein;;Schäden / Mangel;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;-;;Objekt
WS_Foto;Übersichtsfoto;Objekt;;;;Wärmespeicher;;Foto-Upload;;;-;immer;Nein;Ja;;Dokumentation / Foto;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;Übersicht;;Objekt
HKV_Drucklos;Druckloser Verteiler (mit hydr. Weiche)?;Objekt;;;;Heizungsverteiler;Heizkreisverteiler;Ja/Nein;"Ja;Nein;weiß nicht";;-;immer;Nein;Nein;;Heizung;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;400;Fachkundig;-;;Objekt
HKV_Kreise;Anzahl Heizkreise?;Objekt;;;;Heizungsverteiler;Heizkreisverteiler;Zahl;;;-;immer;Nein;Nein;;Heizung;20;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
HKV_Stellantriebe;Stellantriebe vorhanden?;Objekt;;;;Heizungsverteiler;Heizkreisverteiler;Ja/Nein;"Ja;Nein;weiß nicht";;-;immer;Nein;Nein;;Heizung;30;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
HKV_Beschriftung;Beschriftung der Kreise?;Objekt;;;;Heizungsverteiler;Heizkreisverteiler;Einzelauswahl;"vollständig;teilweise;keine;weiß nicht";;-;immer;Nein;Nein;;Heizung;40;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
HKV_Schaeden;Auffälligkeiten? (Mehrfach);Objekt;;;;Heizungsverteiler;Heizkreisverteiler;Mehrfachauswahl;"keine;Undichtigkeit/Feuchte;Korrosion;weiß nicht";;-;immer;Nein;Nein;;Schäden / Mangel;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;-;;Objekt
HKV_Foto;Übersichtsfoto;Objekt;;;;Heizungsverteiler;Heizkreisverteiler;Foto-Upload;;;-;immer;Nein;Ja;;Dokumentation / Foto;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;Übersicht;;Objekt
HW_Foto;Foto der hydraulischen Weiche;Objekt;;;;Heizungsverteiler;Hydraulische Weiche;Foto-Upload;;;-;immer;Nein;Nein;;Dokumentation / Foto;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;Detail;;Sub-Objekt
UW_vorh;Überlaufwanne/Auffangwanne vorhanden?;Objekt;;;;Heizungsverteiler;Überlaufwanne;Ja/Nein;"Ja;Nein;weiß nicht";;-;immer;Nein;Nein;;Heizung;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Sub-Objekt
REG_Art;Art der Regelung?;Objekt;;;;Heizungsregelung;Regelung;Einzelauswahl;"witterungsgeführt;raumgeführt;Konstanttemperatur;Smart/App;weiß nicht";;-;immer;Nein;Nein;;Heizung;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
REG_Display;Display/Bedienung?;Objekt;;;;Heizungsregelung;Regelung;Einzelauswahl;"analog/Drehknöpfe;digital (Display);Touch/App;weiß nicht";;-;immer;Nein;Nein;;Heizung;20;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
REG_Foto;Foto der Regelung/Display;Objekt;;;;Heizungsregelung;Regelung;Foto-Upload;;;-;immer;Nein;Nein;;Dokumentation / Foto;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;Typenschild;;Objekt
WST_Art;Funktionsumfang der Station?;Objekt;;;;Wohnungsstation;Wohnungsstation;Einzelauswahl;"Heizung + TWW (Frischwasser);nur Heizung;nur TWW;weiß nicht";;-;immer;Ja;Nein;;Heizung;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
WST_WMZ;Wärmemengenzähler integriert?;Objekt;;;;Wohnungsstation;Wohnungsstation;Ja/Nein;"Ja;Nein;weiß nicht";;-;immer;Nein;Nein;;Struktur & Verknüpfung;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
WST_Schaeden;Auffälligkeiten? (Mehrfach);Objekt;;;;Wohnungsstation;Wohnungsstation;Mehrfachauswahl;"keine;Undichtigkeit/Feuchte;Fehlermeldung;weiß nicht";;-;immer;Nein;Nein;;Schäden / Mangel;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;-;;Objekt
WST_Foto;Übersichtsfoto;Objekt;;;;Wohnungsstation;Wohnungsstation;Foto-Upload;;;-;immer;Nein;Ja;;Dokumentation / Foto;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;Übersicht;;Objekt
SO_Montage;Wie ist das Objekt montiert?;Objekt;;;;Sanitärobjekte;;Einzelauswahl;"wandhängend;stehend/bodenstehend;Einbau/Möbel;weiß nicht";;-;immer;Ja;Nein;;Sanitär;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;-;;Objekt
SO_Material;Material?;Objekt;;;;Sanitärobjekte;;Einzelauswahl;"Keramik;Acryl;Stahl-Email;Mineralguss;Edelstahl;weiß nicht";;-;immer;Nein;Nein;;Sanitär;20;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;-;;Objekt
SO_Vorwand;Vorwandinstallationselement vorhanden?;Objekt;;;;Sanitärobjekte;;Ja/Nein;"Ja;Nein;weiß nicht";;-;immer;Nein;Nein;;Struktur & Verknüpfung;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
SO_Siphon;Ablauf/Siphon vorhanden?;Objekt;;;;Sanitärobjekte;;Ja/Nein;"Ja;Nein;weiß nicht";;-;immer;Nein;Nein;Geruchsverschluss – Übergang ins Abwasser.;Sanitär;30;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;-;;Objekt
SO_Schaeden;Sichtbare Schäden? (Mehrfach);Objekt;;;;Sanitärobjekte;;Mehrfachauswahl;"keine;Riss/Abplatzung;Kalk/Verfärbung;undicht;weiß nicht";;-;immer;Nein;Nein;;Schäden / Mangel;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;-;;Objekt
SO_Foto;Übersichtsfoto;Objekt;;;;Sanitärobjekte;;Foto-Upload;;;-;immer;Nein;Ja;;Dokumentation / Foto;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;Übersicht;;Objekt
WC_Typ;WC-Bauart?;Objekt;;;;Sanitärobjekte;WC;Einzelauswahl;"Tiefspüler;Flachspüler;Dusch-WC;Stand-WC;weiß nicht";;-;immer;Ja;Nein;;Sanitär;40;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;-;;Objekt
WC_Spuelung;Spülung?;Objekt;;;;Sanitärobjekte;WC;Einzelauswahl;"Aufputz-Spülkasten;Unterputz-Spülkasten;Druckspüler;weiß nicht";;-;immer;Nein;Nein;;Sanitär;50;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
WC_Spuelmenge;Spülmengen-Wahl (2-Mengen/Spartaste)?;Objekt;;;;Sanitärobjekte;WC;Ja/Nein;"Ja;Nein;weiß nicht";;-;immer;Nein;Nein;;Sanitär;60;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
UR_Steuerung;Spülsteuerung?;Objekt;;;;Sanitärobjekte;Urinal;Einzelauswahl;"manuell;Sensor/berührungslos;Druckspüler;wasserlos;weiß nicht";;-;immer;Ja;Nein;;Sanitär;40;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
BW_Laenge;Länge (cm)?;Objekt;;;;Sanitärobjekte;Badewanne;Zahl;;;cm;immer;Nein;Nein;;Geometrie & Maße (Dimensionen);10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;-;;Objekt
BW_Einbau;Einbausituation?;Objekt;;;;Sanitärobjekte;Badewanne;Einzelauswahl;"eingemauert/verkleidet;freistehend;mit Schürze;weiß nicht";;-;immer;Nein;Nein;;Sanitär;40;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
DU_Art;Duschart?;Objekt;;;;Sanitärobjekte;Dusche;Einzelauswahl;"Duschwanne;bodengleich;Duschtasse flach;weiß nicht";;-;immer;Ja;Nein;;Sanitär;40;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;-;;Objekt
DU_Ablauf;Ablauf?;Objekt;;;;Sanitärobjekte;Dusche;Einzelauswahl;"Punktablauf;Linienablauf/Rinne;weiß nicht";;-;immer;Nein;Nein;;Sanitär;50;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
BI_Montage;Bidet-Montage?;Objekt;;;;Sanitärobjekte;Bidet;Einzelauswahl;"wandhängend;stehend;weiß nicht";;-;immer;Nein;Nein;;Sanitär;40;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
KS_Becken;Anzahl Becken?;Objekt;;;;Sanitärobjekte;Küchenspüle;Einzelauswahl;"1;1,5;2;weiß nicht";;-;immer;Nein;Nein;;Sanitär;40;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
KS_Material;Spülenmaterial?;Objekt;;;;Sanitärobjekte;Küchenspüle;Einzelauswahl;"Edelstahl;Granit/Verbund;Keramik;weiß nicht";;-;immer;Nein;Nein;;Sanitär;50;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
AB_Material;Material des Ausgussbeckens?;Objekt;;;;Sanitärobjekte;Ausgussbecken;Einzelauswahl;"Keramik;Kunststoff;Edelstahl;weiß nicht";;-;immer;Nein;Nein;;Sanitär;40;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
WL_Nennweite;Nennweite/Durchmesser?;Objekt;;;;Wasserinstallation;Rohrleitung;Einzelauswahl;"DN10;DN15;DN20;DN25;DN32;>DN32;weiß nicht";;-;immer;Ja;Nein;;Geometrie & Maße (Dimensionen);10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
WL_Laenge;Länge im Raum (m)?;Objekt;;;;Wasserinstallation;Rohrleitung;Zahl;;;m;immer;Ja;Nein;;Geometrie & Maße (Dimensionen);20;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
WL_Material;Werkstoff?;Objekt;;;;Wasserinstallation;Rohrleitung;Einzelauswahl;"Kupfer;Edelstahl;Mehrschichtverbund;Kunststoff (PE/PP);verzinkter Stahl;weiß nicht";;-;immer;Ja;Nein;;Sanitär;30;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
WL_Verlegeart;Verlegeart?;Objekt;;;;Wasserinstallation;Rohrleitung;Einzelauswahl;"Aufputz;Unterputz;im Estrich;in Schacht;abgehängt;weiß nicht";;-;immer;Ja;Nein;;Sanitär;40;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
WL_Gedaemmt;Gedämmt (Schwitzwasser/Wärme)?;Objekt;;;;Wasserinstallation;Rohrleitung;Einzelauswahl;"ja, durchgehend;teilweise;nein;weiß nicht";;-;immer;Ja;Nein;;Bauphysik – Hülle;50;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;-;;Objekt
WL_Raumwechsel;Verlässt die Leitung diesen Raum?;Objekt;;;;Wasserinstallation;Rohrleitung;Ja/Nein;"Ja;Nein;weiß nicht";;-;immer;Ja;Nein;;Struktur & Verknüpfung;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;-;;Objekt
WL_NeuerRaum;In welchen Raum führt die Leitung?;Objekt;;;;Wasserinstallation;Rohrleitung;Einzelauswahl;(Raumliste);;-;«WL_Raumwechsel» = Ja;Ja;Nein;;Struktur & Verknüpfung;20;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;-;;Objekt
WL_Wanddurchbruch;Wanddurchbruch dabei?;Objekt;;;;Wasserinstallation;Rohrleitung;Ja/Nein;"Ja;Nein;weiß nicht";;-;«WL_Raumwechsel» = Ja;Ja;Nein;Nur bei echtem Wand-/Deckendurchbruch.;Struktur & Verknüpfung;30;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;-;;Objekt
WL_Schaeden;Sichtbare Schäden? (Mehrfach);Objekt;;;;Wasserinstallation;Rohrleitung;Mehrfachauswahl;"keine;Korrosion/Rost;Leckage/Feuchte;Kalkablagerung;weiß nicht";;-;immer;Nein;Nein;;Schäden / Mangel;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;-;;Objekt
WL_Foto;Übersichtsfoto;Objekt;;;;Wasserinstallation;Rohrleitung;Foto-Upload;;;-;immer;Nein;Ja;;Dokumentation / Foto;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;Übersicht;;Objekt
WZ_Nummer;Zählernummer (falls lesbar)?;Objekt;;;;Wasserinstallation;Wasserzähler;Text;;;-;immer;Nein;Nein;;Allgemein / Identifikation;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
WZ_Stand;Zählerstand (m³)?;Objekt;;;;Wasserinstallation;Wasserzähler;Zahl;;;m³;immer;Nein;Nein;;Nutzung & Betrieb;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Laie;-;;Objekt
WZ_Absperrung;Absperrung vor/nach dem Zähler vorhanden?;Objekt;;;;Wasserinstallation;Wasserzähler;Ja/Nein;"Ja;Nein;weiß nicht";;-;immer;Nein;Nein;;Sanitär;20;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
WZ_Foto;Foto Zähler + Stand;Objekt;;;;Wasserinstallation;Wasserzähler;Foto-Upload;;;-;immer;Nein;Ja;;Dokumentation / Foto;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;Typenschild;;Objekt
DEA_Bauart;Bauart?;Objekt;;;;Wasserinstallation;Druckerhöhungsanlage;Einzelauswahl;"einzelne Pumpe;Mehrpumpenanlage;mit Membrandruckbehälter;weiß nicht";;-;immer;Ja;Nein;;Sanitär;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
DEA_Druck;Betriebsdruck (bar)?;Objekt;;;;Wasserinstallation;Druckerhöhungsanlage;Zahl;;;bar;immer;Nein;Nein;;Sanitär;20;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;400;Fachkundig;-;;Objekt
DEA_Foto;Übersichtsfoto;Objekt;;;;Wasserinstallation;Druckerhöhungsanlage;Foto-Upload;;;-;immer;Nein;Ja;;Dokumentation / Foto;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;Übersicht;;Objekt
EN_Typ;Art der Enthärtung?;Objekt;;;;Wasseraufbereitung;Enthärtungsanlage;Einzelauswahl;"Ionentauscher (Salz);physikalisch;weiß nicht";;-;immer;Ja;Nein;;Sanitär;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
EN_Haerte;Eingestellte Resthärte (°dH)?;Objekt;;;;Wasseraufbereitung;Enthärtungsanlage;Zahl;;;°dH;immer;Nein;Nein;;Sanitär;20;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;400;Fachkundig;-;;Objekt
EN_Salz;Salzvorrat vorhanden/aufgefüllt?;Objekt;;;;Wasseraufbereitung;Enthärtungsanlage;Einzelauswahl;"ausreichend;niedrig;leer;weiß nicht";;-;immer;Nein;Nein;;Sanitär;30;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Laie;-;;Objekt
EN_Foto;Übersichtsfoto;Objekt;;;;Wasseraufbereitung;Enthärtungsanlage;Foto-Upload;;;-;immer;Nein;Ja;;Dokumentation / Foto;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;Übersicht;;Objekt
DLE_Energie;Energieträger?;Objekt;;;;TWW-Erzeugung;Durchlauferhitzer;Einzelauswahl;"elektrisch;Gas;weiß nicht";;-;immer;Ja;Nein;;Sanitär;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;-;;Objekt
DLE_Leistung;Leistung (kW)?;Objekt;;;;TWW-Erzeugung;Durchlauferhitzer;Zahl;;;kW;immer;Nein;Nein;;Sanitär;20;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
DLE_Regelung;Regelung?;Objekt;;;;TWW-Erzeugung;Durchlauferhitzer;Einzelauswahl;"hydraulisch;elektronisch geregelt;weiß nicht";;-;immer;Nein;Nein;;Sanitär;30;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
DLE_Foto;Foto;Objekt;;;;TWW-Erzeugung;Durchlauferhitzer;Foto-Upload;;;-;immer;Nein;Ja;;Dokumentation / Foto;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;Übersicht;;Objekt
WB_Volumen;Volumen (Liter)?;Objekt;;;;TWW-Erzeugung;Warmwasserboiler (elektrisch);Zahl;;;l;immer;Ja;Nein;;Geometrie & Maße (Dimensionen);10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;-;;Objekt
WB_Montage;Montage?;Objekt;;;;TWW-Erzeugung;Warmwasserboiler (elektrisch);Einzelauswahl;"Untertisch;Übertisch;Standspeicher;weiß nicht";;-;immer;Nein;Nein;;Sanitär;20;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
WB_Foto;Foto;Objekt;;;;TWW-Erzeugung;Warmwasserboiler (elektrisch);Foto-Upload;;;-;immer;Nein;Ja;;Dokumentation / Foto;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;Übersicht;;Objekt
FWS_Leistung;Zapfleistung (l/min)?;Objekt;;;;TWW-Erzeugung;Frischwasserstation;Zahl;;;l/min;immer;Nein;Nein;;Sanitär;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;400;Fachkundig;-;;Objekt
FWS_Foto;Foto;Objekt;;;;TWW-Erzeugung;Frischwasserstation;Foto-Upload;;;-;immer;Nein;Ja;;Dokumentation / Foto;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;Übersicht;;Objekt
WWL_Nennweite;Nennweite/Durchmesser?;Objekt;;;;TWW-Installation;Warmwasserleitung;Einzelauswahl;"DN10;DN15;DN20;DN25;DN32;>DN32;weiß nicht";;-;immer;Ja;Nein;;Geometrie & Maße (Dimensionen);10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
WWL_Laenge;Länge im Raum (m)?;Objekt;;;;TWW-Installation;Warmwasserleitung;Zahl;;;m;immer;Ja;Nein;;Geometrie & Maße (Dimensionen);20;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
WWL_Material;Werkstoff?;Objekt;;;;TWW-Installation;Warmwasserleitung;Einzelauswahl;"Kupfer;Edelstahl;Mehrschichtverbund;Kunststoff (PP);weiß nicht";;-;immer;Ja;Nein;;Sanitär;30;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
WWL_Verlegeart;Verlegeart?;Objekt;;;;TWW-Installation;Warmwasserleitung;Einzelauswahl;"Aufputz;Unterputz;im Estrich;in Schacht;abgehängt;erdverlegt;weiß nicht";;-;immer;Ja;Nein;;Sanitär;40;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
WWL_Gedaemmt;Gedämmt?;Objekt;;;;TWW-Installation;Warmwasserleitung;Einzelauswahl;"ja, durchgehend;teilweise;nein;weiß nicht";;-;immer;Ja;Nein;Warmwasser immer dämmen (Energieverlust).;Bauphysik – Hülle;50;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;-;;Objekt
WWL_Raumwechsel;Verlässt die Leitung diesen Raum?;Objekt;;;;TWW-Installation;Warmwasserleitung;Ja/Nein;"Ja;Nein;weiß nicht";;-;immer;Ja;Nein;;Struktur & Verknüpfung;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;-;;Objekt
WWL_NeuerRaum;In welchen Raum führt die Leitung?;Objekt;;;;TWW-Installation;Warmwasserleitung;Einzelauswahl;(Raumliste);;-;«WWL_Raumwechsel» = Ja;Ja;Nein;;Struktur & Verknüpfung;20;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;-;;Objekt
WWL_Wanddurchbruch;Wanddurchbruch dabei?;Objekt;;;;TWW-Installation;Warmwasserleitung;Ja/Nein;"Ja;Nein;weiß nicht";;-;«WWL_Raumwechsel» = Ja;Ja;Nein;;Struktur & Verknüpfung;30;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;-;;Objekt
WWL_Schaeden;Sichtbare Schäden? (Mehrfach);Objekt;;;;TWW-Installation;Warmwasserleitung;Mehrfachauswahl;"keine;Korrosion/Rost;Leckage/Feuchte;Dämmung beschädigt;weiß nicht";;-;immer;Nein;Nein;;Schäden / Mangel;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;-;;Objekt
WWL_Foto;Übersichtsfoto;Objekt;;;;TWW-Installation;Warmwasserleitung;Foto-Upload;;;-;immer;Nein;Ja;;Dokumentation / Foto;10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;200;Laie;Übersicht;;Objekt
WWL_Zirk;Zirkulationsleitung vorhanden?;Objekt;;;;TWW-Installation;Warmwasserleitung;Ja/Nein;"Ja;Nein;weiß nicht";;-;immer;Nein;Nein;"Bei „Ja"" die Zirkulationsleitung als parallelen Strang anlegen.";Struktur & Verknüpfung;5;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
ZL_Nennweite;Nennweite/Durchmesser?;Objekt;;;;TWW-Installation;Zirkulationsleitung;Einzelauswahl;"DN10;DN15;DN20;DN25;DN32;>DN32;weiß nicht";;-;immer;Ja;Nein;;Geometrie & Maße (Dimensionen);10;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
ZL_Laenge;Länge im Raum (m)?;Objekt;;;;TWW-Installation;Zirkulationsleitung;Zahl;;;m;immer;Ja;Nein;;Geometrie & Maße (Dimensionen);20;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
ZL_Material;Werkstoff?;Objekt;;;;TWW-Installation;Zirkulationsleitung;Einzelauswahl;"Kupfer;Edelstahl;Mehrschichtverbund;Kunststoff (PP);weiß nicht";;-;immer;Ja;Nein;;Sanitär;30;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
ZL_Verlegeart;Verlegeart?;Objekt;;;;TWW-Installation;Zirkulationsleitung;Einzelauswahl;"Aufputz;Unterputz;im Estrich;in Schacht;abgehängt;erdverlegt;weiß nicht";;-;immer;Ja;Nein;;Sanitär;40;Ja;Gebäudeaufnahme;MICHI;0.1;2026-08-03;300;Fachkundig;-;;Objekt
